resource,description,review_by,review,mention_by,model_number,review_at,reviews,review_rating,mentions,product_rating,mention_link_fk,number_of_replies
Networking Forum,"General: -Device Type: Switch - 48 ports - L3 - managed -Enclosure Type: Desktop, rack-mountable - 1U -Ports: 48 x 10/100/1000 + 4 x shared SFP -Performance Switching capacity: 96 Gbps -Forwarding performance: 71.4 Mpps -Capacity Virtual interfaces (VLANs): 64 -MAC Address Table Size: 8K entries -Remote Management Protocol: SNMP, RMON, Telnet, HTTP, TFTP, CLI -Compliant Standards: IEEE 802.1D, IEEE 802.1Q, IEEE 802.1p, IEEE 802.3x, IEEE 802.1w, IEEE 802.1x, IEEE 802.3ac, IEEE 802.1ad, IEEE 802.1v Status Indicators Link activity, power Expansion / Connectivity: -Interfaces: 48 x 10Base-T/100Base-TX/1000Base-T - RJ-45 4 x 1000Base-LX/1000Base-SX - SFP (mini-GBIC) More information (www.dell.com)",,,Jeff1211,575609280,,8,,18,4.0769230769230769,http://community.spiceworks.com/topic/434706,13
Networking Forum,"General: -Device Type: Switch - 48 ports - L3 - managed -Enclosure Type: Desktop, rack-mountable - 1U -Ports: 48 x 10/100/1000 + 4 x shared SFP -Performance Switching capacity: 96 Gbps -Forwarding performance: 71.4 Mpps -Capacity Virtual interfaces (VLANs): 64 -MAC Address Table Size: 8K entries -Remote Management Protocol: SNMP, RMON, Telnet, HTTP, TFTP, CLI -Compliant Standards: IEEE 802.1D, IEEE 802.1Q, IEEE 802.1p, IEEE 802.3x, IEEE 802.1w, IEEE 802.1x, IEEE 802.3ac, IEEE 802.1ad, IEEE 802.1v Status Indicators Link activity, power Expansion / Connectivity: -Interfaces: 48 x 10Base-T/100Base-TX/1000Base-T - RJ-45 4 x 1000Base-LX/1000Base-SX - SFP (mini-GBIC) More information (www.dell.com)",,,jsl91,575609280,,8,,18,4.0769230769230769,http://community.spiceworks.com/topic/451734,13
Networking Forum,"General: -Device Type: Switch - 48 ports - L3 - managed -Enclosure Type: Desktop, rack-mountable - 1U -Ports: 48 x 10/100/1000 + 4 x shared SFP -Performance Switching capacity: 96 Gbps -Forwarding performance: 71.4 Mpps -Capacity Virtual interfaces (VLANs): 64 -MAC Address Table Size: 8K entries -Remote Management Protocol: SNMP, RMON, Telnet, HTTP, TFTP, CLI -Compliant Standards: IEEE 802.1D, IEEE 802.1Q, IEEE 802.1p, IEEE 802.3x, IEEE 802.1w, IEEE 802.1x, IEEE 802.3ac, IEEE 802.1ad, IEEE 802.1v Status Indicators Link activity, power Expansion / Connectivity: -Interfaces: 48 x 10Base-T/100Base-TX/1000Base-T - RJ-45 4 x 1000Base-LX/1000Base-SX - SFP (mini-GBIC) More information (www.dell.com)",,,JoeMats,575609280,,8,,18,4.0769230769230769,http://community.spiceworks.com/topic/405157,13
Networking Forum,"General: -Device Type: Switch - 48 ports - L3 - managed -Enclosure Type: Desktop, rack-mountable - 1U -Ports: 48 x 10/100/1000 + 4 x shared SFP -Performance Switching capacity: 96 Gbps -Forwarding performance: 71.4 Mpps -Capacity Virtual interfaces (VLANs): 64 -MAC Address Table Size: 8K entries -Remote Management Protocol: SNMP, RMON, Telnet, HTTP, TFTP, CLI -Compliant Standards: IEEE 802.1D, IEEE 802.1Q, IEEE 802.1p, IEEE 802.3x, IEEE 802.1w, IEEE 802.1x, IEEE 802.3ac, IEEE 802.1ad, IEEE 802.1v Status Indicators Link activity, power Expansion / Connectivity: -Interfaces: 48 x 10Base-T/100Base-TX/1000Base-T - RJ-45 4 x 1000Base-LX/1000Base-SX - SFP (mini-GBIC) More information (www.dell.com)",,,R0quef0rt,575609280,,8,,18,4.0769230769230769,http://community.spiceworks.com/topic/401985,13
Networking Forum,"General: -Device Type: Switch - 48 ports - L3 - managed -Enclosure Type: Desktop, rack-mountable - 1U -Ports: 48 x 10/100/1000 + 4 x shared SFP -Performance Switching capacity: 96 Gbps -Forwarding performance: 71.4 Mpps -Capacity Virtual interfaces (VLANs): 64 -MAC Address Table Size: 8K entries -Remote Management Protocol: SNMP, RMON, Telnet, HTTP, TFTP, CLI -Compliant Standards: IEEE 802.1D, IEEE 802.1Q, IEEE 802.1p, IEEE 802.3x, IEEE 802.1w, IEEE 802.1x, IEEE 802.3ac, IEEE 802.1ad, IEEE 802.1v Status Indicators Link activity, power Expansion / Connectivity: -Interfaces: 48 x 10Base-T/100Base-TX/1000Base-T - RJ-45 4 x 1000Base-LX/1000Base-SX - SFP (mini-GBIC) More information (www.dell.com)",,,Ken L,575609280,,8,,18,4.0769230769230769,http://community.spiceworks.com/topic/383236,13
Networking Forum,"General: -Device Type: Switch - 48 ports - L3 - managed -Enclosure Type: Desktop, rack-mountable - 1U -Ports: 48 x 10/100/1000 + 4 x shared SFP -Performance Switching capacity: 96 Gbps -Forwarding performance: 71.4 Mpps -Capacity Virtual interfaces (VLANs): 64 -MAC Address Table Size: 8K entries -Remote Management Protocol: SNMP, RMON, Telnet, HTTP, TFTP, CLI -Compliant Standards: IEEE 802.1D, IEEE 802.1Q, IEEE 802.1p, IEEE 802.3x, IEEE 802.1w, IEEE 802.1x, IEEE 802.3ac, IEEE 802.1ad, IEEE 802.1v Status Indicators Link activity, power Expansion / Connectivity: -Interfaces: 48 x 10Base-T/100Base-TX/1000Base-T - RJ-45 4 x 1000Base-LX/1000Base-SX - SFP (mini-GBIC) More information (www.dell.com)",,,theunfrailhale,575609280,,8,,18,4.0769230769230769,http://community.spiceworks.com/topic/352871,13
Networking Forum,"General: -Device Type: Switch - 48 ports - L3 - managed -Enclosure Type: Desktop, rack-mountable - 1U -Ports: 48 x 10/100/1000 + 4 x shared SFP -Performance Switching capacity: 96 Gbps -Forwarding performance: 71.4 Mpps -Capacity Virtual interfaces (VLANs): 64 -MAC Address Table Size: 8K entries -Remote Management Protocol: SNMP, RMON, Telnet, HTTP, TFTP, CLI -Compliant Standards: IEEE 802.1D, IEEE 802.1Q, IEEE 802.1p, IEEE 802.3x, IEEE 802.1w, IEEE 802.1x, IEEE 802.3ac, IEEE 802.1ad, IEEE 802.1v Status Indicators Link activity, power Expansion / Connectivity: -Interfaces: 48 x 10Base-T/100Base-TX/1000Base-T - RJ-45 4 x 1000Base-LX/1000Base-SX - SFP (mini-GBIC) More information (www.dell.com)",,,computer_geek,575609280,,8,,18,4.0769230769230769,http://community.spiceworks.com/topic/343095,13
Networking Forum,"General: -Device Type: Switch - 48 ports - L3 - managed -Enclosure Type: Desktop, rack-mountable - 1U -Ports: 48 x 10/100/1000 + 4 x shared SFP -Performance Switching capacity: 96 Gbps -Forwarding performance: 71.4 Mpps -Capacity Virtual interfaces (VLANs): 64 -MAC Address Table Size: 8K entries -Remote Management Protocol: SNMP, RMON, Telnet, HTTP, TFTP, CLI -Compliant Standards: IEEE 802.1D, IEEE 802.1Q, IEEE 802.1p, IEEE 802.3x, IEEE 802.1w, IEEE 802.1x, IEEE 802.3ac, IEEE 802.1ad, IEEE 802.1v Status Indicators Link activity, power Expansion / Connectivity: -Interfaces: 48 x 10Base-T/100Base-TX/1000Base-T - RJ-45 4 x 1000Base-LX/1000Base-SX - SFP (mini-GBIC) More information (www.dell.com)",,,creativeTechie,575609280,,8,,18,4.0769230769230769,http://community.spiceworks.com/topic/320822,13
Networking Forum,"General: -Device Type: Switch - 48 ports - L3 - managed -Enclosure Type: Desktop, rack-mountable - 1U -Ports: 48 x 10/100/1000 + 4 x shared SFP -Performance Switching capacity: 96 Gbps -Forwarding performance: 71.4 Mpps -Capacity Virtual interfaces (VLANs): 64 -MAC Address Table Size: 8K entries -Remote Management Protocol: SNMP, RMON, Telnet, HTTP, TFTP, CLI -Compliant Standards: IEEE 802.1D, IEEE 802.1Q, IEEE 802.1p, IEEE 802.3x, IEEE 802.1w, IEEE 802.1x, IEEE 802.3ac, IEEE 802.1ad, IEEE 802.1v Status Indicators Link activity, power Expansion / Connectivity: -Interfaces: 48 x 10Base-T/100Base-TX/1000Base-T - RJ-45 4 x 1000Base-LX/1000Base-SX - SFP (mini-GBIC) More information (www.dell.com)",,,BillDaBandIT,575609280,,8,,18,4.0769230769230769,http://community.spiceworks.com/topic/227182,13
Wireless Forum,"General: -Device Type: Switch - 48 ports - L3 - managed -Enclosure Type: Desktop, rack-mountable - 1U -Ports: 48 x 10/100/1000 + 4 x shared SFP -Performance Switching capacity: 96 Gbps -Forwarding performance: 71.4 Mpps -Capacity Virtual interfaces (VLANs): 64 -MAC Address Table Size: 8K entries -Remote Management Protocol: SNMP, RMON, Telnet, HTTP, TFTP, CLI -Compliant Standards: IEEE 802.1D, IEEE 802.1Q, IEEE 802.1p, IEEE 802.3x, IEEE 802.1w, IEEE 802.1x, IEEE 802.3ac, IEEE 802.1ad, IEEE 802.1v Status Indicators Link activity, power Expansion / Connectivity: -Interfaces: 48 x 10Base-T/100Base-TX/1000Base-T - RJ-45 4 x 1000Base-LX/1000Base-SX - SFP (mini-GBIC) More information (www.dell.com)",,,Corey Trach,575609280,,8,,18,4.0769230769230769,http://community.spiceworks.com/topic/298307,13
Networking Forum,"General: -Device Type: Switch - 48 ports - L3 - managed -Enclosure Type: Desktop, rack-mountable - 1U -Ports: 48 x 10/100/1000 + 4 x shared SFP -Performance Switching capacity: 96 Gbps -Forwarding performance: 71.4 Mpps -Capacity Virtual interfaces (VLANs): 64 -MAC Address Table Size: 8K entries -Remote Management Protocol: SNMP, RMON, Telnet, HTTP, TFTP, CLI -Compliant Standards: IEEE 802.1D, IEEE 802.1Q, IEEE 802.1p, IEEE 802.3x, IEEE 802.1w, IEEE 802.1x, IEEE 802.3ac, IEEE 802.1ad, IEEE 802.1v Status Indicators Link activity, power Expansion / Connectivity: -Interfaces: 48 x 10Base-T/100Base-TX/1000Base-T - RJ-45 4 x 1000Base-LX/1000Base-SX - SFP (mini-GBIC) More information (www.dell.com)",,,ErikFest,575609280,,8,,18,4.0769230769230769,http://community.spiceworks.com/topic/291687,13
,"The Catalyst Blade 3130G Switch represents the next-generation networking solution for blade server environments. Built on the market-leading Cisco hardware and Cisco IOS Software, the Catalyst Blade 3130G Switch is engineered with unique technologies specifically designed to meet the rigors of blade server-based application infrastructure. Specifically, the switch is designed to deliver scaleable, high-performance, highly resilient connectivity while supporting ongoing IT initiatives to reduce server infrastructure complexity and total cost of ownership (TCO).",,,,WS-CBS3130G-S,,,,,,,
,"The Catalyst Blade 3130X Switch represents the next-generation networking solution for blade server environments. Built on the market-leading Cisco hardware and Cisco IOS Software, the Catalyst Blade 3130X Switch is engineered with unique technologies specifically designed to meet the rigors of blade server-based application infrastructure. Specifically, the switch is designed to deliver scaleable, high-performance, highly resilient connectivity while supporting ongoing IT initiatives to reduce server infrastructure complexity and total cost of ownership (TCO).",,,,WS-CBS3130X-S,,,,,,,
Dell Forum,"Dell next-generation Intel® Xeon® processor-based 2U rack server. Enhanced memory capacity and I/O (input/output) Great virtualisation and database performance Lifecycle Controller for advanced systems management Tech specs: Processor: Intel® Xeon® processor 5500 and 5600 series Six-core Intel® Xeon® Quad-core Intel® Xeon® Memory: Up to 288GB (18 DIMM slots): 1GB/2GB/4GB/8GB/16GB DDR3 Up to 1333MHz Storage: Hot-plug Hard Drive Options: 2.5"" SAS SSD, SATA SSD, SAS (10K, 15K), nearline SAS (7.2K), SATA (7.2K) Maximum Internal Storage: Up to 18TB1 More information (www.dell.com)",,,TDavidG,608972767,,2,,14,4.8571428571428571,http://community.spiceworks.com/topic/1076276,7
Dell Forum,"Dell next-generation Intel® Xeon® processor-based 2U rack server. Enhanced memory capacity and I/O (input/output) Great virtualisation and database performance Lifecycle Controller for advanced systems management Tech specs: Processor: Intel® Xeon® processor 5500 and 5600 series Six-core Intel® Xeon® Quad-core Intel® Xeon® Memory: Up to 288GB (18 DIMM slots): 1GB/2GB/4GB/8GB/16GB DDR3 Up to 1333MHz Storage: Hot-plug Hard Drive Options: 2.5"" SAS SSD, SATA SSD, SAS (10K, 15K), nearline SAS (7.2K), SATA (7.2K) Maximum Internal Storage: Up to 18TB1 More information (www.dell.com)",,,Osman Hamid,608972767,,2,,14,4.8571428571428571,http://community.spiceworks.com/topic/1026634,7
VMware Forum,"Dell next-generation Intel® Xeon® processor-based 2U rack server. Enhanced memory capacity and I/O (input/output) Great virtualisation and database performance Lifecycle Controller for advanced systems management Tech specs: Processor: Intel® Xeon® processor 5500 and 5600 series Six-core Intel® Xeon® Quad-core Intel® Xeon® Memory: Up to 288GB (18 DIMM slots): 1GB/2GB/4GB/8GB/16GB DDR3 Up to 1333MHz Storage: Hot-plug Hard Drive Options: 2.5"" SAS SSD, SATA SSD, SAS (10K, 15K), nearline SAS (7.2K), SATA (7.2K) Maximum Internal Storage: Up to 18TB1 More information (www.dell.com)",,,arielsteveriverayugar,608972767,,2,,14,4.8571428571428571,http://community.spiceworks.com/topic/850287,7
Windows Server Forum,"Dell next-generation Intel® Xeon® processor-based 2U rack server. Enhanced memory capacity and I/O (input/output) Great virtualisation and database performance Lifecycle Controller for advanced systems management Tech specs: Processor: Intel® Xeon® processor 5500 and 5600 series Six-core Intel® Xeon® Quad-core Intel® Xeon® Memory: Up to 288GB (18 DIMM slots): 1GB/2GB/4GB/8GB/16GB DDR3 Up to 1333MHz Storage: Hot-plug Hard Drive Options: 2.5"" SAS SSD, SATA SSD, SAS (10K, 15K), nearline SAS (7.2K), SATA (7.2K) Maximum Internal Storage: Up to 18TB1 More information (www.dell.com)",,,TDavidG,608972767,,2,,14,4.8571428571428571,http://community.spiceworks.com/topic/830607,7
Virtualization Forum,"Dell next-generation Intel® Xeon® processor-based 2U rack server. Enhanced memory capacity and I/O (input/output) Great virtualisation and database performance Lifecycle Controller for advanced systems management Tech specs: Processor: Intel® Xeon® processor 5500 and 5600 series Six-core Intel® Xeon® Quad-core Intel® Xeon® Memory: Up to 288GB (18 DIMM slots): 1GB/2GB/4GB/8GB/16GB DDR3 Up to 1333MHz Storage: Hot-plug Hard Drive Options: 2.5"" SAS SSD, SATA SSD, SAS (10K, 15K), nearline SAS (7.2K), SATA (7.2K) Maximum Internal Storage: Up to 18TB1 More information (www.dell.com)",,,Dan_T,608972767,,2,,14,4.8571428571428571,http://community.spiceworks.com/topic/739863,7
Networking Forum,"Dell next-generation Intel® Xeon® processor-based 2U rack server. Enhanced memory capacity and I/O (input/output) Great virtualisation and database performance Lifecycle Controller for advanced systems management Tech specs: Processor: Intel® Xeon® processor 5500 and 5600 series Six-core Intel® Xeon® Quad-core Intel® Xeon® Memory: Up to 288GB (18 DIMM slots): 1GB/2GB/4GB/8GB/16GB DDR3 Up to 1333MHz Storage: Hot-plug Hard Drive Options: 2.5"" SAS SSD, SATA SSD, SAS (10K, 15K), nearline SAS (7.2K), SATA (7.2K) Maximum Internal Storage: Up to 18TB1 More information (www.dell.com)",,,shutterbugguy,608972767,,2,,14,4.8571428571428571,http://community.spiceworks.com/topic/622731,7
Software Deployment & Patching Forum,"Dell next-generation Intel® Xeon® processor-based 2U rack server. Enhanced memory capacity and I/O (input/output) Great virtualisation and database performance Lifecycle Controller for advanced systems management Tech specs: Processor: Intel® Xeon® processor 5500 and 5600 series Six-core Intel® Xeon® Quad-core Intel® Xeon® Memory: Up to 288GB (18 DIMM slots): 1GB/2GB/4GB/8GB/16GB DDR3 Up to 1333MHz Storage: Hot-plug Hard Drive Options: 2.5"" SAS SSD, SATA SSD, SAS (10K, 15K), nearline SAS (7.2K), SATA (7.2K) Maximum Internal Storage: Up to 18TB1 More information (www.dell.com)",,,EY3BA11,608972767,,2,,14,4.8571428571428571,http://community.spiceworks.com/topic/617968,7
Dell Forum,"Dell next-generation Intel® Xeon® processor-based 2U rack server. Enhanced memory capacity and I/O (input/output) Great virtualisation and database performance Lifecycle Controller for advanced systems management Tech specs: Processor: Intel® Xeon® processor 5500 and 5600 series Six-core Intel® Xeon® Quad-core Intel® Xeon® Memory: Up to 288GB (18 DIMM slots): 1GB/2GB/4GB/8GB/16GB DDR3 Up to 1333MHz Storage: Hot-plug Hard Drive Options: 2.5"" SAS SSD, SATA SSD, SAS (10K, 15K), nearline SAS (7.2K), SATA (7.2K) Maximum Internal Storage: Up to 18TB1 More information (www.dell.com)",,,Mactrekr,608972767,,2,,14,4.8571428571428571,http://community.spiceworks.com/topic/619220,7
Microsoft Remote Desktop Services Forum,"Dell next-generation Intel® Xeon® processor-based 2U rack server. Enhanced memory capacity and I/O (input/output) Great virtualisation and database performance Lifecycle Controller for advanced systems management Tech specs: Processor: Intel® Xeon® processor 5500 and 5600 series Six-core Intel® Xeon® Quad-core Intel® Xeon® Memory: Up to 288GB (18 DIMM slots): 1GB/2GB/4GB/8GB/16GB DDR3 Up to 1333MHz Storage: Hot-plug Hard Drive Options: 2.5"" SAS SSD, SATA SSD, SAS (10K, 15K), nearline SAS (7.2K), SATA (7.2K) Maximum Internal Storage: Up to 18TB1 More information (www.dell.com)",,,Russell8033,608972767,,2,,14,4.8571428571428571,http://community.spiceworks.com/topic/607065,7
Dell Forum,"Dell next-generation Intel® Xeon® processor-based 2U rack server. Enhanced memory capacity and I/O (input/output) Great virtualisation and database performance Lifecycle Controller for advanced systems management Tech specs: Processor: Intel® Xeon® processor 5500 and 5600 series Six-core Intel® Xeon® Quad-core Intel® Xeon® Memory: Up to 288GB (18 DIMM slots): 1GB/2GB/4GB/8GB/16GB DDR3 Up to 1333MHz Storage: Hot-plug Hard Drive Options: 2.5"" SAS SSD, SATA SSD, SAS (10K, 15K), nearline SAS (7.2K), SATA (7.2K) Maximum Internal Storage: Up to 18TB1 More information (www.dell.com)",,,bpackard,608972767,,2,,14,4.8571428571428571,http://community.spiceworks.com/topic/549708,7
Hardware Forum,"Dell next-generation Intel® Xeon® processor-based 2U rack server. Enhanced memory capacity and I/O (input/output) Great virtualisation and database performance Lifecycle Controller for advanced systems management Tech specs: Processor: Intel® Xeon® processor 5500 and 5600 series Six-core Intel® Xeon® Quad-core Intel® Xeon® Memory: Up to 288GB (18 DIMM slots): 1GB/2GB/4GB/8GB/16GB DDR3 Up to 1333MHz Storage: Hot-plug Hard Drive Options: 2.5"" SAS SSD, SATA SSD, SAS (10K, 15K), nearline SAS (7.2K), SATA (7.2K) Maximum Internal Storage: Up to 18TB1 More information (www.dell.com)",,,Steve Banner,608972767,,2,,14,4.8571428571428571,http://community.spiceworks.com/topic/450838,7
Dell Forum,"Dell next-generation Intel® Xeon® processor-based 2U rack server. Enhanced memory capacity and I/O (input/output) Great virtualisation and database performance Lifecycle Controller for advanced systems management Tech specs: Processor: Intel® Xeon® processor 5500 and 5600 series Six-core Intel® Xeon® Quad-core Intel® Xeon® Memory: Up to 288GB (18 DIMM slots): 1GB/2GB/4GB/8GB/16GB DDR3 Up to 1333MHz Storage: Hot-plug Hard Drive Options: 2.5"" SAS SSD, SATA SSD, SAS (10K, 15K), nearline SAS (7.2K), SATA (7.2K) Maximum Internal Storage: Up to 18TB1 More information (www.dell.com)",,,TDavidG,560810127,,2,,14,4.8571428571428571,http://community.spiceworks.com/topic/1076276,7
Dell Forum,"Dell next-generation Intel® Xeon® processor-based 2U rack server. Enhanced memory capacity and I/O (input/output) Great virtualisation and database performance Lifecycle Controller for advanced systems management Tech specs: Processor: Intel® Xeon® processor 5500 and 5600 series Six-core Intel® Xeon® Quad-core Intel® Xeon® Memory: Up to 288GB (18 DIMM slots): 1GB/2GB/4GB/8GB/16GB DDR3 Up to 1333MHz Storage: Hot-plug Hard Drive Options: 2.5"" SAS SSD, SATA SSD, SAS (10K, 15K), nearline SAS (7.2K), SATA (7.2K) Maximum Internal Storage: Up to 18TB1 More information (www.dell.com)",,,Osman Hamid,560810127,,2,,14,4.8571428571428571,http://community.spiceworks.com/topic/1026634,7
VMware Forum,"Dell next-generation Intel® Xeon® processor-based 2U rack server. Enhanced memory capacity and I/O (input/output) Great virtualisation and database performance Lifecycle Controller for advanced systems management Tech specs: Processor: Intel® Xeon® processor 5500 and 5600 series Six-core Intel® Xeon® Quad-core Intel® Xeon® Memory: Up to 288GB (18 DIMM slots): 1GB/2GB/4GB/8GB/16GB DDR3 Up to 1333MHz Storage: Hot-plug Hard Drive Options: 2.5"" SAS SSD, SATA SSD, SAS (10K, 15K), nearline SAS (7.2K), SATA (7.2K) Maximum Internal Storage: Up to 18TB1 More information (www.dell.com)",,,arielsteveriverayugar,560810127,,2,,14,4.8571428571428571,http://community.spiceworks.com/topic/850287,7
Windows Server Forum,"Dell next-generation Intel® Xeon® processor-based 2U rack server. Enhanced memory capacity and I/O (input/output) Great virtualisation and database performance Lifecycle Controller for advanced systems management Tech specs: Processor: Intel® Xeon® processor 5500 and 5600 series Six-core Intel® Xeon® Quad-core Intel® Xeon® Memory: Up to 288GB (18 DIMM slots): 1GB/2GB/4GB/8GB/16GB DDR3 Up to 1333MHz Storage: Hot-plug Hard Drive Options: 2.5"" SAS SSD, SATA SSD, SAS (10K, 15K), nearline SAS (7.2K), SATA (7.2K) Maximum Internal Storage: Up to 18TB1 More information (www.dell.com)",,,TDavidG,560810127,,2,,14,4.8571428571428571,http://community.spiceworks.com/topic/830607,7
Virtualization Forum,"Dell next-generation Intel® Xeon® processor-based 2U rack server. Enhanced memory capacity and I/O (input/output) Great virtualisation and database performance Lifecycle Controller for advanced systems management Tech specs: Processor: Intel® Xeon® processor 5500 and 5600 series Six-core Intel® Xeon® Quad-core Intel® Xeon® Memory: Up to 288GB (18 DIMM slots): 1GB/2GB/4GB/8GB/16GB DDR3 Up to 1333MHz Storage: Hot-plug Hard Drive Options: 2.5"" SAS SSD, SATA SSD, SAS (10K, 15K), nearline SAS (7.2K), SATA (7.2K) Maximum Internal Storage: Up to 18TB1 More information (www.dell.com)",,,Dan_T,560810127,,2,,14,4.8571428571428571,http://community.spiceworks.com/topic/739863,7
Networking Forum,"Dell next-generation Intel® Xeon® processor-based 2U rack server. Enhanced memory capacity and I/O (input/output) Great virtualisation and database performance Lifecycle Controller for advanced systems management Tech specs: Processor: Intel® Xeon® processor 5500 and 5600 series Six-core Intel® Xeon® Quad-core Intel® Xeon® Memory: Up to 288GB (18 DIMM slots): 1GB/2GB/4GB/8GB/16GB DDR3 Up to 1333MHz Storage: Hot-plug Hard Drive Options: 2.5"" SAS SSD, SATA SSD, SAS (10K, 15K), nearline SAS (7.2K), SATA (7.2K) Maximum Internal Storage: Up to 18TB1 More information (www.dell.com)",,,shutterbugguy,560810127,,2,,14,4.8571428571428571,http://community.spiceworks.com/topic/622731,7
Software Deployment & Patching Forum,"Dell next-generation Intel® Xeon® processor-based 2U rack server. Enhanced memory capacity and I/O (input/output) Great virtualisation and database performance Lifecycle Controller for advanced systems management Tech specs: Processor: Intel® Xeon® processor 5500 and 5600 series Six-core Intel® Xeon® Quad-core Intel® Xeon® Memory: Up to 288GB (18 DIMM slots): 1GB/2GB/4GB/8GB/16GB DDR3 Up to 1333MHz Storage: Hot-plug Hard Drive Options: 2.5"" SAS SSD, SATA SSD, SAS (10K, 15K), nearline SAS (7.2K), SATA (7.2K) Maximum Internal Storage: Up to 18TB1 More information (www.dell.com)",,,EY3BA11,560810127,,2,,14,4.8571428571428571,http://community.spiceworks.com/topic/617968,7
Dell Forum,"Dell next-generation Intel® Xeon® processor-based 2U rack server. Enhanced memory capacity and I/O (input/output) Great virtualisation and database performance Lifecycle Controller for advanced systems management Tech specs: Processor: Intel® Xeon® processor 5500 and 5600 series Six-core Intel® Xeon® Quad-core Intel® Xeon® Memory: Up to 288GB (18 DIMM slots): 1GB/2GB/4GB/8GB/16GB DDR3 Up to 1333MHz Storage: Hot-plug Hard Drive Options: 2.5"" SAS SSD, SATA SSD, SAS (10K, 15K), nearline SAS (7.2K), SATA (7.2K) Maximum Internal Storage: Up to 18TB1 More information (www.dell.com)",,,Mactrekr,560810127,,2,,14,4.8571428571428571,http://community.spiceworks.com/topic/619220,7
Microsoft Remote Desktop Services Forum,"Dell next-generation Intel® Xeon® processor-based 2U rack server. Enhanced memory capacity and I/O (input/output) Great virtualisation and database performance Lifecycle Controller for advanced systems management Tech specs: Processor: Intel® Xeon® processor 5500 and 5600 series Six-core Intel® Xeon® Quad-core Intel® Xeon® Memory: Up to 288GB (18 DIMM slots): 1GB/2GB/4GB/8GB/16GB DDR3 Up to 1333MHz Storage: Hot-plug Hard Drive Options: 2.5"" SAS SSD, SATA SSD, SAS (10K, 15K), nearline SAS (7.2K), SATA (7.2K) Maximum Internal Storage: Up to 18TB1 More information (www.dell.com)",,,Russell8033,560810127,,2,,14,4.8571428571428571,http://community.spiceworks.com/topic/607065,7
Dell Forum,"Dell next-generation Intel® Xeon® processor-based 2U rack server. Enhanced memory capacity and I/O (input/output) Great virtualisation and database performance Lifecycle Controller for advanced systems management Tech specs: Processor: Intel® Xeon® processor 5500 and 5600 series Six-core Intel® Xeon® Quad-core Intel® Xeon® Memory: Up to 288GB (18 DIMM slots): 1GB/2GB/4GB/8GB/16GB DDR3 Up to 1333MHz Storage: Hot-plug Hard Drive Options: 2.5"" SAS SSD, SATA SSD, SAS (10K, 15K), nearline SAS (7.2K), SATA (7.2K) Maximum Internal Storage: Up to 18TB1 More information (www.dell.com)",,,bpackard,560810127,,2,,14,4.8571428571428571,http://community.spiceworks.com/topic/549708,7
Hardware Forum,"Dell next-generation Intel® Xeon® processor-based 2U rack server. Enhanced memory capacity and I/O (input/output) Great virtualisation and database performance Lifecycle Controller for advanced systems management Tech specs: Processor: Intel® Xeon® processor 5500 and 5600 series Six-core Intel® Xeon® Quad-core Intel® Xeon® Memory: Up to 288GB (18 DIMM slots): 1GB/2GB/4GB/8GB/16GB DDR3 Up to 1333MHz Storage: Hot-plug Hard Drive Options: 2.5"" SAS SSD, SATA SSD, SAS (10K, 15K), nearline SAS (7.2K), SATA (7.2K) Maximum Internal Storage: Up to 18TB1 More information (www.dell.com)",,,Steve Banner,560810127,,2,,14,4.8571428571428571,http://community.spiceworks.com/topic/450838,7
,"Port Attributes: -24 10/100BASE-T auto-sensing Fast Ethernet switching ports -Additional 2 Copper GbE ports PLUS 2 optional Fiber GbE via SFP transceivers -Integrated Copper GbE ports provide resilient stacking -Auto-negotiation for speed, duplex mode and flow control -Auto MDI/MDIX -Port mirroring -Broadcast storm control Performance: -Switch Fabric Capacity 12.8 Gb/s -Forwarding Rate 9.5 Mpps -Up to 8,000 MAC Addresses Availability: -Spanning Tree (IEEE 802.1D) and Rapid Spanning Tree (IEEE 802.1w) with Fast Link support -Multiple Spanning Trees (IEEE 802.1s) -External redundant power support with PowerConnect RPS-600 (sold separately) -Virtual Cable Tester provided by Marvell™ for providing cable diagnostics -Optical transceiver diagnostics More information (www.dell.com)",BC1,"They work great, no failures. Easy to configure and manage via web or command line. Great price compared to HP and Cisco. I",,550978676,"Mar 20, 2013",3,5.0,1,5.0,,3
,"Port Attributes: -24 10/100BASE-T auto-sensing Fast Ethernet switching ports -Additional 2 Copper GbE ports PLUS 2 optional Fiber GbE via SFP transceivers -Integrated Copper GbE ports provide resilient stacking -Auto-negotiation for speed, duplex mode and flow control -Auto MDI/MDIX -Port mirroring -Broadcast storm control Performance: -Switch Fabric Capacity 12.8 Gb/s -Forwarding Rate 9.5 Mpps -Up to 8,000 MAC Addresses Availability: -Spanning Tree (IEEE 802.1D) and Rapid Spanning Tree (IEEE 802.1w) with Fast Link support -Multiple Spanning Trees (IEEE 802.1s) -External redundant power support with PowerConnect RPS-600 (sold separately) -Virtual Cable Tester provided by Marvell™ for providing cable diagnostics -Optical transceiver diagnostics More information (www.dell.com)",Jason Ross,It was a easy setup of the switch. I am used to Cisco switches and this had the same type of commands and layout of a Cisco. It seems to be good on performance only I have had it running for only two days.,,550978676,"Dec 30, 2011",3,5.0,1,5.0,,3
